City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,saldanha,-33.0117,17.9442,21.03,72,0,6.72,ZA,1714189641
362,mora,11.0461,14.1401,28.9,24,68,1.71,CM,1714189641
363,saint-joseph,-21.3667,55.6167,24.21,81,47,4.38,RE,1714189642
364,saint-benoit,-21.038,55.7194,26.04,81,69,3.59,RE,1714189642
365,khanty-mansiysk,61.0042,69.0019,2.06,75,40,4.0,RU,1714189643
366,dampit,-8.2116,112.7493,31.38,55,26,1.13,ID,1714189643
367,amga,60.8953,131.9608,-2.61,57,100,5.33,RU,1714189644
368,verkhnyaya khava,51.8404,39.9413,15.62,79,100,4.97,RU,1714189645
369,yankton,42.8711,-97.3973,13.4,100,100,5.66,US,1714189645
370,kapuskasing,49.4169,-82.4331,10.0,32,20,5.66,CA,1714189646
371,kavaratti,10.5669,72.642,29.79,71,28,2.99,IN,1714189647
372,norilsk,69.3535,88.2027,-6.5,86,100,1.99,RU,1714189647
373,mandalgovi,45.7625,106.2708,2.41,49,100,7.25,MN,1714189648
374,doctor alberto oviedo mota,32.2275,-115.1697,20.56,40,1,7.71,MX,1714189648
375,kolonia,50.9333,6.95,8.79,85,0,2.57,DE,1714189649
376,seybaplaya,19.65,-90.6667,29.01,55,63,7.62,MX,1714189649
377,alesund,62.4723,6.1549,4.31,93,100,2.06,NO,1714189650
378,ceeldheer,3.8488,47.1806,27.11,72,100,5.91,SO,1714189650
379,guerrero negro,27.9769,-114.0611,15.72,81,1,9.89,MX,1714189651
380,az zuwaytinah,30.9522,20.1202,17.44,54,16,6.98,LY,1714189651
381,malur,13.0075,77.9378,33.33,36,4,3.7,IN,1714189652
382,si sa ket,14.8333,104.3333,39.0,29,5,4.43,TH,1714189653
383,new plymouth,-39.0667,174.0833,13.51,69,60,5.45,NZ,1714189474
384,kribi,2.95,9.9167,26.2,89,100,1.3,CM,1714189654
385,calingasta,-31.3308,-69.4078,18.02,17,94,0.75,AR,1714189654
386,makubetsu,45.3714,141.8211,17.84,59,0,6.17,JP,1714189656
387,mansfield,53.1333,-1.2,4.35,94,96,2.86,GB,1714189125
388,vorgashor,67.5833,63.95,-2.89,96,99,4.07,RU,1714189476
389,manado,1.487,124.8455,30.43,79,40,2.06,ID,1714189266
390,kaisiadorys,54.8667,24.45,6.06,82,47,2.86,LT,1714189658
391,jayapura,-2.5333,140.7,31.66,64,100,1.93,ID,1714189192
392,benguela,-12.5763,13.4055,24.95,85,6,2.08,AO,1714189660
393,chifeng,42.2683,118.9636,13.61,23,98,5.15,CN,1714189487
394,new norfolk,-42.7826,147.0587,17.72,60,92,1.49,AU,1714189661
395,barsinghausen,52.3105,9.4561,7.57,93,20,3.09,DE,1714189662
396,helena valley southeast,46.6153,-111.9216,13.08,43,100,4.63,US,1714189662
397,labytnangi,66.6572,66.4183,-3.12,97,99,1.3,RU,1714189663
398,benghazi,32.1167,20.0667,17.55,60,47,5.36,LY,1714189656
399,chela,34.069,104.4619,16.85,48,5,0.38,CN,1714189664
400,ola,59.5833,151.2833,0.08,95,100,8.36,RU,1714189664
401,black point,-34.6187,137.8972,17.15,50,86,1.64,AU,1714189665
402,visby,57.6409,18.296,5.46,93,100,6.69,SE,1714189665
403,priob'ye,62.5206,65.5964,1.13,100,100,3.65,RU,1714189666
404,mingshui,36.7167,117.5,28.66,31,89,2.14,CN,1714189463
405,newman,37.3138,-121.0208,18.13,65,75,3.58,US,1714189667
406,robertsport,6.7533,-11.3686,26.84,87,30,3.34,LR,1714189669
407,hasaki,35.7333,140.8333,20.22,76,100,6.32,JP,1714189632
408,caleta de carquin,-11.0925,-77.6267,20.04,88,54,3.14,PE,1714189676
409,fale old settlement,-9.3852,-171.2468,29.82,72,100,5.56,TK,1714189682
410,ghanzi,-21.5667,21.7833,18.81,42,2,3.97,BW,1714189683
411,taltal,-25.4,-70.4833,18.44,71,0,1.25,CL,1714189683
412,bhigvan,18.3167,74.7667,34.76,28,0,7.07,IN,1714189684
413,velikiye luki,56.34,30.5452,4.67,80,12,1.37,RU,1714189684
414,altai,46.3722,96.2583,-5.2,61,100,3.98,MN,1714189685
415,dudinka,69.4058,86.1778,-8.34,92,100,3.49,RU,1714189685
416,yeraliyev,43.2,51.65,20.69,34,0,9.91,KZ,1714189686
417,hojai,26.0,92.8667,34.04,34,0,1.07,IN,1714189686
418,porto-vecchio,41.591,9.2795,13.81,82,75,5.66,FR,1714189687
419,mejit,10.2753,170.8646,27.71,78,100,7.37,MH,1714189687
420,khor,47.8861,134.9464,11.54,53,99,4.15,RU,1714189688
421,mount carmel,38.4109,-87.7614,21.89,89,100,5.3,US,1714189689
422,wewak,-3.5534,143.6268,29.38,79,85,2.67,PG,1714189689
423,tidjikja,18.5564,-11.4271,27.41,32,0,5.91,MR,1714189690
424,northam,51.0333,-4.2167,7.59,93,100,7.17,GB,1714189690
425,saurimo,-9.6608,20.3916,14.99,68,3,2.33,AO,1714189691
426,holualoa,19.6228,-155.9522,23.91,84,75,4.12,US,1714189692
427,shangrao,28.4532,117.9686,28.38,65,2,2.36,CN,1714189499
428,cruzeiro do sul,-29.5128,-51.9853,23.62,93,0,1.87,BR,1714189693
429,arac,41.2422,33.3277,12.7,88,99,1.49,TR,1714189693
430,wolmaransstad,-27.1974,25.9831,14.66,67,37,5.24,ZA,1714189694
431,karratha,-20.7377,116.8463,32.01,39,0,4.34,AU,1714189694
432,broome,42.2506,-75.833,7.61,72,43,1.84,US,1714189695
433,hafar al-batin,28.4328,45.9708,24.32,31,0,6.17,SA,1714189695
434,batticaloa,7.7102,81.6924,29.96,67,44,2.27,LK,1714189427
435,igrim,63.1906,64.4162,2.58,99,100,3.78,RU,1714189696
436,tupiza,-21.45,-65.7167,17.92,31,0,2.65,BO,1714189697
437,puerto aysen,-45.4,-72.7,3.07,99,99,2.42,CL,1714189698
438,ahiri,19.4,80.0167,38.57,25,18,2.27,IN,1714189698
439,shilovo,54.3204,40.874,14.95,80,99,2.21,RU,1714189699
440,chita,52.0333,113.55,3.94,24,40,5.81,RU,1714189699
441,winnemucca,40.973,-117.7357,7.03,76,100,3.09,US,1714189700
442,carnarvon,-24.8667,113.6333,29.24,44,11,1.8,AU,1714189700
443,puerto baquerizo moreno,-0.9,-89.6,24.96,87,71,4.05,EC,1714189701
444,richfield,44.8833,-93.283,10.32,92,100,8.23,US,1714189544
445,sejenane,37.0572,9.2381,12.53,67,90,4.02,TN,1714189702
446,tonghae,37.5439,129.1069,22.85,49,0,2.26,KR,1714189695
447,ixtapa,20.7,-105.2,22.13,54,13,1.11,MX,1714189703
448,dellys,36.9172,3.9131,16.1,60,50,2.5,DZ,1714189703
449,ouesso,1.6136,16.0517,22.57,93,100,1.17,CG,1714189704
450,anapskaya,44.89,37.38,13.13,94,0,2.0,RU,1714189704
451,howard springs,-12.497,131.047,32.21,49,52,4.92,AU,1714189705
452,bardai,11.65,7.2333,27.45,50,93,6.18,NG,1714189707
453,china,25.7,-99.2333,25.6,80,0,9.29,MX,1714189589
454,kailua-kona,19.6406,-155.9956,25.98,81,75,4.12,US,1714189708
455,xining,36.6167,101.7667,19.89,42,38,1.77,CN,1714189709
456,calatayud,41.3535,-1.6432,13.46,73,100,3.06,ES,1714189709
457,kidal,18.4411,1.4078,29.05,11,31,4.73,ML,1714189710
458,sihanoukville,10.6093,103.5296,34.97,55,40,2.57,KH,1714189657
459,mont-dore,-22.2833,166.5833,26.11,99,100,4.75,NC,1714189711
460,galliano,29.4422,-90.2992,24.0,77,88,8.47,US,1714189713
461,wegscheid,48.6014,13.7873,3.15,82,35,1.18,DE,1714189715
462,bandar abbas,27.1865,56.2808,25.99,53,0,3.09,IR,1714189421
463,kupang,-10.1667,123.5833,34.32,62,20,7.72,ID,1714189472
464,tabuk,17.4189,121.4443,35.08,44,9,3.08,PH,1714189719
465,mashhad,36.297,59.6062,13.08,71,40,2.06,IR,1714189719
466,shimoda,34.6667,138.95,18.95,86,100,4.53,JP,1714189724
467,dakhla,23.6848,-15.958,17.5,89,29,7.21,EH,1714189726
468,puerto deseado,-47.7503,-65.8938,6.05,49,62,10.41,AR,1714189727
469,inverell,-29.7833,151.1167,25.06,38,2,1.34,AU,1714189728
470,kirtland,36.7342,-108.3598,12.61,43,100,9.77,US,1714189728
471,nuuk,64.1835,-51.7216,0.34,93,100,6.17,GL,1714189729
472,fort wellington,6.4,-57.6,25.96,85,100,4.12,GY,1714189730
473,santo antonio do ica,-3.1022,-67.9397,23.98,98,93,0.98,BR,1714189731
474,veinticinco de mayo,-35.4323,-60.1727,10.55,99,81,0.89,AR,1714189732
475,borgarnes,64.5383,-21.9206,1.03,79,11,5.27,IS,1714189733
476,williams lake,52.1415,-122.1445,13.76,26,75,2.06,CA,1714189733
477,waingapu,-9.6567,120.2641,29.99,74,84,6.78,ID,1714189734
478,saint-francois,46.4154,3.9054,10.38,76,0,2.57,FR,1714189734
479,mhamid,29.82,-5.72,18.71,35,0,6.07,MA,1714189735
480,bantay,17.5847,120.3892,35.54,69,54,4.19,PH,1714189735
481,mana,5.6592,-53.7767,26.09,82,85,3.97,GF,1714189736
482,hovd,48.0056,91.6419,-2.37,86,100,3.57,MN,1714189736
483,katsuura,35.1333,140.3,17.6,86,100,6.22,JP,1714189630
484,prado,-17.3411,-39.2208,24.08,91,14,3.95,BR,1714189557
485,page,36.9147,-111.4558,10.88,62,100,3.09,US,1714189738
486,weyburn,49.6668,-103.8511,11.12,30,100,6.69,CA,1714189738
487,el calafate,-50.3408,-72.2768,3.34,66,100,4.83,AR,1714189739
488,plastun,44.7561,136.2939,12.79,68,91,2.09,RU,1714189739
489,hadibu,12.65,54.0333,27.88,69,75,0.81,YE,1714189740
490,sinabang,2.4803,96.3801,29.47,73,91,2.06,ID,1714189740
491,isangel,-19.55,169.2667,27.06,78,75,1.03,VU,1714189589
492,cold lake,54.4502,-110.2017,5.97,33,75,5.14,CA,1714189741
493,salalah,17.0151,54.0924,28.05,78,20,0.51,OM,1714189742
494,san ignacio de velasco,-16.3667,-60.95,24.35,76,63,1.8,BO,1714189742
495,celestun,20.8667,-90.4,28.96,54,82,6.95,MX,1714189743
496,kuanda,56.3161,116.0806,2.26,43,98,3.74,RU,1714189743
497,ca mau,9.1769,105.15,37.49,38,62,4.53,VN,1714189496
498,port washington,40.8257,-73.6982,9.43,66,20,4.63,US,1714189744
499,laguna,38.421,-121.4238,15.99,79,0,2.57,US,1714189745
500,punta del este,-34.9667,-54.95,18.06,100,100,5.81,UY,1714189745
501,bandon,51.7469,-8.7425,3.77,91,76,3.69,IE,1714189746
502,cascais,38.6979,-9.4215,13.3,82,13,12.52,PT,1714189747
503,vilhena,-12.7406,-60.1458,21.27,96,57,1.47,BR,1714189748
504,quellon,-43.1167,-73.6167,4.43,81,16,3.28,CL,1714189749
505,kapa'a,22.0752,-159.319,26.99,75,75,7.72,US,1714189750
506,vodnyy,63.5046,53.4095,1.34,100,100,1.64,RU,1714189750
507,kyshtovka,56.555,76.6271,9.68,46,76,4.23,RU,1714189751
508,alo,7.4178,6.7371,26.17,91,100,1.59,NG,1714189751
509,atbasar,51.8,68.3333,10.19,35,20,2.74,KZ,1714189752
510,krasnaya yaruga,50.8008,35.6583,14.83,94,50,2.07,RU,1714189752
511,floro,61.5996,5.0328,3.98,81,100,3.09,NO,1714189753
512,maceio,-9.6658,-35.7353,25.69,88,40,1.54,BR,1714189753
513,mersa matruh,31.3525,27.2453,15.96,74,70,4.5,EG,1714189555
514,khovd,48.0056,91.6419,-2.37,86,100,3.57,MN,1714189698
515,qamdo,31.1667,97.2333,6.34,29,90,1.64,CN,1714189755
516,woolgoolga,-30.1106,153.2007,21.93,66,55,4.58,AU,1714189755
517,jianguang,28.1938,115.7836,28.48,65,25,1.82,CN,1714189489
518,olhao,37.0286,-7.8411,13.94,76,20,7.2,PT,1714189756
519,inhambane,-23.865,35.3833,21.99,94,40,0.0,MZ,1714189757
520,kas,36.2018,29.6377,20.69,39,100,2.94,TR,1714189757
521,siwa oasis,29.2041,25.5195,17.3,55,1,2.47,EG,1714189758
522,coquimbo,-29.9533,-71.3436,13.85,88,0,0.0,CL,1714189758
523,mammoth lakes,37.6485,-118.9721,1.0,72,40,4.12,US,1714189759
524,changnyeong,35.5415,128.4951,26.67,29,40,1.03,KR,1714189545
525,ulanhot,46.0833,122.0833,14.5,17,57,4.22,CN,1714189760
526,pacocha,-17.5833,-71.3333,19.53,82,58,0.94,PE,1714189760
527,nova sintra,14.8667,-24.7167,20.01,82,13,6.87,CV,1714189761
528,bandarbeyla,9.4942,50.8122,28.26,73,90,1.0,SO,1714189761
529,aras-asan,8.8908,126.3033,29.87,69,72,3.26,PH,1714189762
530,itoman,26.1247,127.6694,28.94,84,40,4.63,JP,1714189765
531,chibougamau,49.9168,-74.3659,2.79,56,0,1.54,CA,1714189767
532,tofol,5.3248,163.0078,25.88,89,100,2.57,FM,1714189768
533,sandnessjoen,66.0217,12.6316,-0.71,64,99,2.05,NO,1714189769
534,tshikapa,-6.4167,20.8,21.79,91,99,1.4,CD,1714189710
535,la passe,45.5549,-0.8967,10.55,92,83,6.45,FR,1714189771
536,punta cardon,11.6581,-70.215,26.76,82,100,9.9,VE,1714189771
537,ribeira brava,32.65,-17.0667,18.34,58,31,4.36,PT,1714189772
538,port douglas,-16.4833,145.4667,26.78,62,52,6.18,AU,1714189772
539,tosontsengel,48.7567,98.2839,-1.92,65,100,11.53,MN,1714189773
540,la'ie,21.6477,-157.9253,26.98,79,58,3.58,US,1714189774
541,selfoss,63.9331,-20.9971,1.84,70,0,4.73,IS,1714189774
542,tarawa,1.419,172.984,32.05,70,40,6.17,KI,1714189775
543,cooma,-36.2333,149.1333,18.24,31,0,3.05,AU,1714189775
544,terrace,54.5163,-128.6035,15.95,36,75,3.09,CA,1714189595
545,soe,-9.8607,124.284,25.79,68,47,4.07,ID,1714189739
546,"las vegas, santa barbara",36.175,-115.1372,15.71,63,75,10.28,US,1714189777
547,puerto libertad,-25.9164,-54.6209,25.05,81,16,1.34,AR,1714189777
548,labasa,-16.4167,179.3833,29.78,75,31,1.98,FJ,1714189778
549,port hedland,-20.3167,118.5667,33.03,38,1,8.23,AU,1714189517
550,chikhli,20.35,76.25,33.6,28,8,4.1,IN,1714189726
551,przemysl,49.785,22.7673,5.5,82,24,2.32,PL,1714189779
552,rabo de peixe,37.8,-25.5833,13.73,54,75,4.12,PT,1714189780
553,kudahuvadhoo,2.6708,72.8944,29.66,70,99,1.87,MV,1714189565
554,kangding,30.0513,101.9603,18.35,33,1,0.72,CN,1714189491
555,twon-brass,4.3151,6.2418,28.51,79,91,3.41,NG,1714189781
556,miranda,3.2499,-76.2281,21.07,96,100,0.82,CO,1714189782
557,santiago de cao,-7.9589,-79.2392,18.07,94,100,3.6,PE,1714189782
558,gutierrez zamora,20.45,-97.0833,25.33,92,95,4.45,MX,1714189783
559,nguigmi,14.2495,13.1092,28.33,22,98,3.89,NE,1714189783
560,ilhabela,-23.7781,-45.3581,22.67,93,62,3.62,BR,1714189566
561,cherepovets,59.1333,37.9,6.9,93,75,4.0,RU,1714189784
562,mar del plata,-38.0023,-57.5575,12.71,85,0,3.58,AR,1714189240
563,wapato,46.4476,-120.4203,16.42,53,40,3.09,US,1714189785
564,la gi,10.6667,107.7833,32.81,58,22,4.75,VN,1714189786
